,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,valence,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
2138,Kitrini Poli - Live,I Alexiou Tragoudai Hatzi (Remastered),Haris Alexiou,2005-04-18,52066,0,0.405,0.889,0.377,0.296,0.0,0.23,-11.379,0.0463,79.38,1
2139,Nahan Oli I Anthropi Mia Agapi - Live,I Alexiou Tragoudai Hatzi (Remastered),Haris Alexiou,2005-04-18,95026,1,0.366,0.851,0.421,0.444,0.0,0.523,-8.32,0.0709,93.285,3
2140,To Minore Tis Avgis - Live,I Alexiou Tragoudai Hatzi (Remastered),Haris Alexiou,2005-04-18,62640,1,0.219,0.932,0.342,0.326,0.0,0.41,-11.291,0.0402,170.386,5
2141,Den Variese Aderfe - Live,I Alexiou Tragoudai Hatzi (Remastered),Haris Alexiou,2005-04-18,98440,2,0.574,0.742,0.941,0.693,0.0,0.687,-6.907,0.558,124.277,4
2142,Dos' Mou Mia Mera,To Paichnidi Tis Agapis,Haris Alexiou,1998,278800,4,0.541,0.82,0.212,0.0874,0.00223,0.0879,-14.565,0.03,85.379,4
2143,Romantzo,To Paichnidi Tis Agapis,Haris Alexiou,1998,261373,3,0.518,0.53,0.31,0.169,0.0,0.0826,-13.091,0.0306,99.321,4
2144,Cheimonas,To Paichnidi Tis Agapis,Haris Alexiou,1998,245560,2,0.589,0.701,0.349,0.136,0.000342,0.141,-11.607,0.0306,111.581,4
2145,Enas Fantaros S' Ena Treno,To Paichnidi Tis Agapis,Haris Alexiou,1998,208333,1,0.633,0.701,0.399,0.343,9.89e-06,0.311,-9.42,0.0334,136.015,4
2146,Oi Dikoi Mou Xenoi,To Paichnidi Tis Agapis,Haris Alexiou,1998,226360,7,0.463,0.751,0.285,0.22,0.0,0.129,-12.632,0.0416,145.148,4
2147,I Raptomichani,To Paichnidi Tis Agapis,Haris Alexiou,1998,223773,1,0.574,0.674,0.313,0.243,1.75e-06,0.0918,-11.144,0.0306,77.815,4
2148,Mitera Fili Mou Palia,To Paichnidi Tis Agapis,Haris Alexiou,1998,263200,2,0.309,0.652,0.286,0.162,5.96e-06,0.158,-12.16,0.0306,174.709,4
2149,Rempetikos Skopos,To Paichnidi Tis Agapis,Haris Alexiou,1998,243626,5,0.751,0.0737,0.56,0.455,0.0,0.0572,-7.783,0.0389,156.271,4
2150,Ela Konta Mou Apopse,To Paichnidi Tis Agapis,Haris Alexiou,1998,240906,3,0.607,0.429,0.262,0.0465,0.000418,0.167,-12.651,0.0312,122.412,4
2151,I Palia Agora,To Paichnidi Tis Agapis,Haris Alexiou,1998,189026,5,0.841,0.249,0.488,0.704,0.0,0.138,-7.655,0.031,104.99,4
2152,Chamena Chronia,To Paichnidi Tis Agapis,Haris Alexiou,1998,199973,1,0.643,0.023,0.419,0.437,0.0,0.152,-9.687,0.0325,120.013,4
2153,Apochairetismos,To Paichnidi Tis Agapis,Haris Alexiou,1998,167000,2,0.133,0.911,0.165,0.074,0.307,0.106,-15.223,0.0365,161.575,3
2154,To Treno Fevgi Stis Ohto,Ta Doueta Tis Haroulas,Haris Alexiou,2014-01-01,163013,7,0.298,0.963,0.097,0.282,0.000713,0.109,-20.614,0.0393,168.466,4
2155,Kokkino Garifallo,Ta Doueta Tis Haroulas,Haris Alexiou,2014-01-01,241920,7,0.359,0.931,0.148,0.128,1.99e-05,0.0712,-18.433,0.0389,116.556,4
2156,Blexan I Grammes Mas,Ta Doueta Tis Haroulas,Haris Alexiou,2014-01-01,219680,5,0.52,0.522,0.403,0.302,0.0,0.0776,-12.86,0.0295,132.86,4
2157,Kaliba,Ta Doueta Tis Haroulas,Haris Alexiou,2014-01-01,158640,3,0.606,0.712,0.552,0.778,0.0,0.204,-10.663,0.107,77.915,4
2158,Tzamaika,Ta Doueta Tis Haroulas,Haris Alexiou,2014-01-01,127413,4,0.582,0.761,0.254,0.635,2.73e-05,0.14,-14.474,0.0391,120.765,4
2159,Roz - Live,Ta Doueta Tis Haroulas,Haris Alexiou,2014-01-01,258306,8,0.626,0.744,0.56,0.903,0.000402,0.362,-9.854,0.0316,133.413,4
2160,Mes' Sta Dio Tis Matia,Ta Doueta Tis Haroulas,Haris Alexiou,2014-01-01,319626,12,0.582,0.327,0.473,0.186,2.71e-05,0.16,-12.046,0.0433,165.864,3
2161,"Zita Mou O,ti Thes - Live",Ta Doueta Tis Haroulas,Haris Alexiou,2014-01-01,161226,5,0.612,0.68,0.449,0.654,0.0,0.25,-14.418,0.0378,120.268,4
2162,Chronia (Anni),Ta Doueta Tis Haroulas,Haris Alexiou,2014-01-01,217826,2,0.59,0.602,0.708,0.734,0.000118,0.942,-12.617,0.138,92.233,4
2163,Tha Metho Ke Tha Ta Spao (Belalis Karsilamas),Ta Tsilika,Haris Alexiou,1983-04-07,210546,9,0.646,0.397,0.596,0.833,0.0,0.126,-6.045,0.0327,114.705,3
2164,As Mi Ximerone Pote,Ta Tsilika,Haris Alexiou,1983-04-07,213253,10,0.355,0.575,0.474,0.4,7.58e-06,0.144,-7.494,0.0313,174.523,3
2165,Dio Mages Mes' Sti Filaki,Ta Tsilika,Haris Alexiou,1983-04-07,223000,6,0.714,0.49,0.449,0.712,0.0,0.0899,-7.681,0.0357,109.052,3
