,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,valence,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
2293,Tria Kokkina Peristeria,Kiklos Seferi,Various Artists,1976-01-01,192960,0,0.254,0.762,0.389,0.296,0.0,0.28,-10.826,0.0356,97.179,3
2294,Sadorini (Stin Alli Zoi),Kiklos Seferi,Various Artists,1976-01-01,241348,0,0.192,0.74,0.419,0.377,0.0,0.107,-11.105,0.0373,189.124,3
2295,Ki An O Ageras Fisa,Kiklos Seferi,Various Artists,1976-01-01,109800,0,0.431,0.577,0.446,0.607,0.0,0.173,-9.832,0.0304,106.865,4
2296,Agianagia V' (Sikomouria),Kiklos Seferi,Various Artists,1976-01-01,238133,0,0.565,0.813,0.462,0.561,0.0,0.0742,-9.483,0.0276,106.14,4
2297,To Ema Sou Pagone,Kiklos Seferi,Various Artists,1976-01-01,287893,0,0.224,0.757,0.32,0.144,1.08e-05,0.569,-11.731,0.0337,105.08,5
2298,Tris Vrahi / Edo Araxame Karavi,Kiklos Seferi,Various Artists,1976-01-01,180933,0,0.464,0.565,0.221,0.287,0.0,0.14,-11.832,0.0563,94.191,4
2299,Edo Telionoun Ta Erga Tis Thalassas,Kiklos Seferi,Various Artists,1976-01-01,144533,0,0.506,0.733,0.366,0.608,0.0,0.102,-9.301,0.0343,109.727,3
2300,Oniro,Kiklos Seferi,Various Artists,1976-01-01,180800,0,0.477,0.876,0.5,0.6,0.0,0.0858,-9.401,0.0288,96.898,3
2301,Ntomates Gemistes,Horis To Tokso Stin Arena,Irini Qn,2020-09-30,59784,2,0.662,0.528,0.51,0.698,0.0,0.0787,-8.11,0.0411,69.742,4
2302,To Koritsi Me To Ryzi,Horis To Tokso Stin Arena,Irini Qn,2020-09-30,147101,1,0.631,0.122,0.468,0.12,8.19e-06,0.19,-10.883,0.0318,118.1,4
2303,Yunan,Horis To Tokso Stin Arena,Irini Qn,2020-09-30,207411,1,0.61,0.372,0.481,0.0692,1.6e-06,0.106,-9.998,0.0344,124.321,4
2304,Erinyes,Horis To Tokso Stin Arena,Irini Qn,2020-09-30,161190,1,0.419,0.359,0.526,0.211,0.0,0.0873,-9.15,0.103,87.16,4
2305,Animus,Horis To Tokso Stin Arena,Irini Qn,2020-09-30,103720,1,0.425,0.849,0.663,0.495,0.000256,0.118,-10.749,0.0371,96.843,4
2306,O Monologos Mias Diatarahis,Horis To Tokso Stin Arena,Irini Qn,2020-09-30,165123,1,0.531,0.0239,0.554,0.388,0.0,0.138,-8.561,0.0305,140.096,4
2307,Horis To Tokso Stin Arena,Horis To Tokso Stin Arena,Irini Qn,2020-09-30,218595,0,0.52,0.0531,0.421,0.103,0.0,0.16,-10.761,0.0245,97.706,3
2308,Paihnidia,Horis To Tokso Stin Arena,Irini Qn,2020-09-30,154421,1,0.51,0.932,0.189,0.3,0.0,0.172,-16.231,0.0509,137.53,4
2309,Gerasame Mazi,Horis To Tokso Stin Arena,Irini Qn,2020-09-30,175970,0,0.622,0.397,0.374,0.123,0.0,0.234,-12.0,0.0604,102.49,4
2310,Eksomologisi Mias Anapantitis Klisis,Horis To Tokso Stin Arena,Irini Qn,2020-09-30,159539,0,0.421,0.849,0.279,0.378,0.0,0.275,-11.568,0.0382,129.037,3
2311,Astro Tis Anatolis,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,129000,2,0.445,0.947,0.277,0.46,0.861,0.122,-15.59,0.0446,86.983,4
2312,Nihterinos Horos,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,107000,2,0.49,0.944,0.202,0.267,0.94,0.0986,-15.931,0.0875,114.626,4
2313,Kourasmeno Pallikari,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,156000,2,0.35,0.951,0.0988,0.635,0.879,0.106,-17.82,0.0472,137.644,4
2314,I Parthena Tis Gitonias Mou,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,104000,1,0.385,0.969,0.35,0.284,0.891,0.11,-14.552,0.0579,152.254,3
2315,Aeriko,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,171000,2,0.339,0.983,0.106,0.575,0.915,0.11,-19.509,0.0437,145.689,4
2316,To Limani,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,130000,2,0.588,0.937,0.0862,0.31,0.627,0.103,-16.034,0.0819,117.042,5
2317,O Glaros,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,97000,1,0.471,0.953,0.253,0.54,0.898,0.0894,-17.451,0.0492,137.296,4
2318,Kapou Iparhi I Agapi Mou,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,118000,2,0.482,0.97,0.0365,0.179,0.804,0.123,-20.505,0.0456,77.607,4
2319,Pes Mou Mia Lexi,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,95000,2,0.486,0.964,0.193,0.393,0.89,0.109,-16.473,0.038,92.823,4
2320,Athanasia,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,116000,2,0.481,0.985,0.124,0.106,0.669,0.107,-19.926,0.0761,75.654,5
2321,Mia Fora Ki Ena Kero,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,119000,1,0.514,0.982,0.0557,0.416,0.907,0.108,-21.766,0.0516,121.709,3
2322,I Balada Tou Ouri,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,140000,3,0.557,0.976,0.246,0.673,0.873,0.103,-15.998,0.0483,77.435,4
2323,Agapi Mou,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,131000,1,0.527,0.97,0.112,0.147,0.825,0.0951,-16.826,0.0523,108.729,4
2324,Mirizi O Kosmos Giasemi,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,85000,2,0.605,0.936,0.256,0.603,0.947,0.113,-14.189,0.048,97.645,4
2325,O Kemal,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,126000,4,0.512,0.981,0.129,0.55,0.947,0.11,-17.938,0.047,146.062,4
2326,I Sexoualiki Polirithmia,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,124000,2,0.553,0.977,0.154,0.572,0.885,0.114,-18.465,0.0696,108.43,4
2327,I Balada Ton Esthiseon Ke Ton Paresthiseon,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,170000,2,0.427,0.964,0.191,0.488,0.933,0.0994,-16.281,0.0463,145.94,4
2328,To Vals Ton Hamenon Oniron Gia Dio Kithares,Tetradio Gia Kithara,Kostas Grigoreas,1986-12-14,158000,4,0.482,0.937,0.301,0.706,0.788,0.0671,-16.007,0.048,152.242,3
2329,Ta Ble Papoutsia,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,171000,5,0.745,0.168,0.645,0.948,0.0433,0.0592,-15.605,0.0484,116.715,4
2330,O Koursaros - Live,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,367000,1,0.335,0.737,0.315,0.378,0.0047,0.756,-16.749,0.0431,160.088,4
2331,Dikeoma St' Oniro,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,249000,7,0.41,0.569,0.348,0.553,0.00881,0.221,-14.244,0.0492,168.452,4
2332,Menexedia - Live,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,177000,2,0.559,0.654,0.643,0.468,0.392,0.421,-13.987,0.0331,109.401,4
2333,Kapies Ores,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,185000,0,0.308,0.0104,0.886,0.785,0.546,0.323,-10.335,0.0683,117.788,4
2334,Giristroula,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,304000,28,0.504,0.045,0.476,0.954,0.0105,0.0626,-13.237,0.0289,124.384,4
2335,San Exogiini Romadiki,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,151000,1,0.533,0.233,0.304,0.539,0.000432,0.22,-15.876,0.0545,104.084,4
2336,Se Zitao,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,237000,8,0.743,0.719,0.45,0.472,0.0933,0.0887,-14.816,0.0402,129.096,4
2337,Ti Nihta Afti,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,238000,0,0.35,0.487,0.36,0.354,0.0154,0.484,-14.663,0.0371,89.571,4
2338,Filake Kerkiras,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,232000,1,0.496,0.0666,0.73,0.877,3.45e-06,0.271,-11.335,0.0475,158.988,4
2339,Enohi Siopi,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,236000,1,0.339,0.0565,0.265,0.148,0.456,0.131,-15.925,0.0292,105.059,4
2340,I Anemona Tou Sikagou,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,205960,17,0.601,0.334,0.43,0.655,0.00846,0.108,-14.853,0.0353,141.68,4
2341,I Alithia Vgazi Mati,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,212000,0,0.657,0.179,0.372,0.489,0.0436,0.0427,-17.554,0.0428,138.711,4
2342,Vaggeli,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,257000,0,0.494,0.414,0.396,0.565,0.0688,0.0854,-14.888,0.0488,127.952,4
2343,Mia Nihta Pathon (Ihografisi Se Aplo Kasetofono),Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,130000,0,0.681,0.961,0.0771,0.711,0.875,0.0679,-22.602,0.103,93.73,4
2344,Monahos Sto Agio Oros,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,174000,1,0.578,0.702,0.702,0.811,0.0691,0.116,-15.435,0.05,106.155,4
2345,Larri,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,286000,1,0.401,0.837,0.472,0.375,0.8,0.095,-13.113,0.035,131.616,4
2346,Pragmata Pou Den Ekanes,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,234000,1,0.539,0.307,0.484,0.443,0.0,0.114,-14.429,0.0415,97.02,4
2347,Esi Eki - Live,Dikeoma St' Oniro,Lakis Papadopoulos,1995-02-28,352000,13,0.596,0.642,0.539,0.487,0.0304,0.0819,-13.54,0.0415,127.275,4
2348,Rixe Kokkino Sti Nihta,Rixe Kokkino Sti Nihta,Lavrentis Machairitsas,1993-01-01,275960,25,0.544,0.435,0.383,0.248,1.84e-06,0.0962,-13.317,0.0325,88.755,4
2349,Mikros Titanikos,Rixe Kokkino Sti Nihta,Lavrentis Machairitsas,1993-01-01,274866,36,0.739,0.8,0.373,0.424,4.03e-05,0.105,-15.23,0.037,127.21,4
2350,Mikrasiatiko,Rixe Kokkino Sti Nihta,Lavrentis Machairitsas,1993-01-01,268133,6,0.465,0.784,0.25,0.15,9.42e-05,0.135,-17.216,0.0544,161.725,4
2351,Imifos,Rixe Kokkino Sti Nihta,Lavrentis Machairitsas,1993-01-01,270666,22,0.602,0.848,0.257,0.164,0.0131,0.105,-18.191,0.0345,145.586,4
2352,Hameni Psifos,Rixe Kokkino Sti Nihta,Lavrentis Machairitsas,1993-01-01,217906,3,0.764,0.502,0.34,0.554,0.000416,0.104,-17.984,0.0393,92.974,4
2353,Na Dis Ti Sou 'Ho Gia Meta,Rixe Kokkino Sti Nihta,Lavrentis Machairitsas,1993-01-01,366400,27,0.577,0.657,0.276,0.0742,0.0,0.0652,-17.819,0.0501,145.01,4
2354,Sta Kamena,Rixe Kokkino Sti Nihta,Lavrentis Machairitsas,1993-01-01,195866,16,0.463,0.879,0.258,0.396,0.0,0.0813,-20.495,0.0436,106.832,3
2355,Den Me Pistevis (We Are No Angels),Rixe Kokkino Sti Nihta,Lavrentis Machairitsas,1993-01-01,246626,2,0.655,0.823,0.139,0.136,8.67e-05,0.121,-20.98,0.0344,121.164,4
2356,Tango Ston Kathrefti Mou,Rixe Kokkino Sti Nihta,Lavrentis Machairitsas,1993-01-01,221797,7,0.572,0.0348,0.528,0.396,2.24e-06,0.112,-13.134,0.0374,81.441,4
2357,Nin Apoliis Ton Doulo Sou Despota,Rixe Kokkino Sti Nihta,Lavrentis Machairitsas,1993-01-01,252893,2,0.543,0.736,0.215,0.182,0.00114,0.111,-22.021,0.0403,92.948,4
2358,Ela Psihoula Mou (To Tragoudi Tis Kathrin),To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,218320,40,0.484,0.427,0.476,0.877,0.0,0.0622,-9.218,0.0454,203.201,4
2359,Matia Dihos Logiki,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,296226,34,0.45,0.27,0.481,0.0783,3.1e-05,0.165,-8.789,0.0267,160.088,4
2360,Mehri Ema Na Vgi,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,259320,19,0.755,0.284,0.631,0.698,0.0211,0.117,-8.963,0.0732,89.675,4
2361,To Diari,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,239973,5,0.598,0.652,0.343,0.0744,0.00161,0.0998,-10.753,0.035,68.487,4
2362,Parti Me Palious Sou Erastes,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,165480,5,0.407,0.018,0.562,0.208,0.144,0.451,-10.596,0.0738,134.318,4
2363,Giati Ine Tehni,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,297120,5,0.667,0.123,0.62,0.367,2.65e-05,0.155,-8.171,0.113,73.014,4
2364,Klise Ta Matakia Sou,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,201040,4,0.392,0.677,0.451,0.324,0.000827,0.0937,-9.798,0.0385,80.755,5
2365,O Egokedrikos,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,252093,19,0.694,0.0331,0.623,0.6,0.00182,0.133,-8.793,0.0274,108.024,4
2366,Ine To Gelio Sou,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,280560,10,0.41,0.137,0.614,0.354,4.53e-05,0.138,-7.711,0.0371,160.494,4
2367,I Farma,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,254573,5,0.557,0.331,0.839,0.731,0.00239,0.0847,-6.274,0.0543,139.897,4
2368,Teratakia Tsepis,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,206146,27,0.641,0.617,0.547,0.447,0.0,0.108,-8.217,0.0584,94.309,4
2369,O Soultanos Tis Vavilonas Ke I Gineka - Mediterranean Mix,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,247893,16,0.707,0.237,0.827,0.96,0.0,0.0867,-7.043,0.0622,136.017,4
2370,Tragoudaki,To Dialimma Kratai Dio Zoes,Lavrentis Machairitsas,2001-09-13,150372,5,0.601,0.84,0.491,0.485,3.34e-06,0.161,-8.998,0.04,135.116,3
2371,Se Stil Na Mi Xehniomaste,Didimotiho Blues,Lavrentis Machairitsas,1991-08-28,246320,22,0.433,0.649,0.202,0.521,0.0,0.234,-16.628,0.0377,132.714,4
2372,Se Vrisko,Didimotiho Blues,Lavrentis Machairitsas,1991-08-28,229960,1,0.489,0.517,0.3,0.507,0.0,0.222,-17.662,0.0365,66.568,4
2373,Kineziki Gimnastiki,Didimotiho Blues,Lavrentis Machairitsas,1991-08-28,281040,1,0.393,0.399,0.344,0.709,0.0,0.0554,-16.702,0.0459,175.612,4
2374,Pios Mpike Sti Grammi Mas Kirii,Didimotiho Blues,Lavrentis Machairitsas,1991-08-28,330760,0,0.539,0.223,0.314,0.349,9.17e-06,0.169,-16.31,0.0407,141.581,4
2375,Gia Na Min Paretitho,Didimotiho Blues,Lavrentis Machairitsas,1991-08-28,215573,0,0.629,0.346,0.33,0.577,0.0546,0.112,-17.312,0.0338,126.609,4
2376,Didimotiho Blues,Didimotiho Blues,Lavrentis Machairitsas,1991-08-28,373400,10,0.397,0.415,0.35,0.311,2.01e-05,0.0895,-14.18,0.0418,131.943,4
2377,Kitrina Fota,Didimotiho Blues,Lavrentis Machairitsas,1991-08-28,182066,1,0.551,0.525,0.266,0.619,7.72e-06,0.115,-19.794,0.0422,128.7,4
2378,I Aliki I Merilin Ki Ego,Didimotiho Blues,Lavrentis Machairitsas,1991-08-28,238093,1,0.474,0.552,0.234,0.251,0.0,0.0866,-19.006,0.0537,73.946,4
2379,Matia Apo Nihta,Didimotiho Blues,Lavrentis Machairitsas,1991-08-28,222506,1,0.637,0.557,0.314,0.869,0.00129,0.272,-16.956,0.0297,118.168,4
2380,Ti Na Po,Didimotiho Blues,Lavrentis Machairitsas,1991-08-28,269400,10,0.33,0.456,0.224,0.241,8.55e-05,0.156,-16.296,0.0407,73.002,4
2381,Enas Tourkos Sto Parisi,Pafsilipon,Lavrentis Machairitsas,1996-03-26,281493,42,0.548,0.0613,0.395,0.576,0.0,0.274,-12.434,0.0319,98.368,4
2382,Pafsilipon,Pafsilipon,Lavrentis Machairitsas,1996-03-26,391506,10,0.288,0.874,0.262,0.232,0.0303,0.148,-14.359,0.035,146.604,4
2383,Patera S' Agapo,Pafsilipon,Lavrentis Machairitsas,1996-03-26,324000,7,0.683,0.127,0.477,0.218,0.000552,0.144,-9.983,0.0271,129.998,4
2384,Se Perimeno,Pafsilipon,Lavrentis Machairitsas,1996-03-26,215000,6,0.66,0.692,0.313,0.217,1.16e-05,0.0741,-11.064,0.0288,142.04,4
2385,Sta Routhounia Tous,Pafsilipon,Lavrentis Machairitsas,1996-03-26,241000,4,0.817,0.144,0.329,0.181,3.49e-06,0.117,-10.926,0.0476,132.118,4
2386,Notos,Pafsilipon,Lavrentis Machairitsas,1996-03-26,239000,36,0.514,0.347,0.372,0.233,0.0,0.194,-10.073,0.0297,139.994,4
2387,Stin Agapi Ime Knitis,Pafsilipon,Lavrentis Machairitsas,1996-03-26,211493,8,0.797,0.545,0.244,0.662,0.0,0.0969,-14.333,0.0454,118.135,4
2388,Kitrina Vradia,Pafsilipon,Lavrentis Machairitsas,1996-03-26,185506,10,0.343,0.827,0.245,0.228,0.0,0.113,-12.984,0.0373,95.546,4
2389,Apousia,Pafsilipon,Lavrentis Machairitsas,1996-03-26,223000,16,0.412,0.527,0.24,0.125,0.00134,0.084,-13.11,0.0334,106.64,5
2390,Idipodio,Pafsilipon,Lavrentis Machairitsas,1996-03-26,277000,4,0.754,0.263,0.473,0.191,5.86e-05,0.098,-10.024,0.0391,91.392,4
2391,Teleftea Praxi,Pafsilipon,Lavrentis Machairitsas,1996-03-26,236000,4,0.33,0.386,0.357,0.147,0.0,0.114,-11.962,0.0374,80.419,4
2392,Nistia Erotas Ke Prosefhi,Sto Afierono,Lavrentis Machairitsas,2003-12-28,324226,9,0.526,0.17,0.44,0.162,0.00403,0.0989,-10.439,0.0327,122.659,4
2393,Sto Afierono,Sto Afierono,Lavrentis Machairitsas,2003-12-28,302600,2,0.332,0.942,0.255,0.144,0.0103,0.0913,-10.572,0.0302,138.746,4
2394,O Dianooumenos,Sto Afierono,Lavrentis Machairitsas,2003-12-28,204506,1,0.718,0.361,0.387,0.624,0.0,0.105,-8.583,0.033,96.047,4
2395,Prostiho,Sto Afierono,Lavrentis Machairitsas,2003-12-28,232973,1,0.812,0.447,0.575,0.464,0.0,0.18,-6.487,0.0673,123.492,4
2396,Kati Savvatokiriaka,Sto Afierono,Lavrentis Machairitsas,2003-12-28,351520,2,0.652,0.227,0.426,0.145,0.0628,0.196,-8.316,0.0278,120.186,4
2397,Da Capo,Sto Afierono,Lavrentis Machairitsas,2003-12-28,264533,1,0.86,0.57,0.432,0.423,0.0828,0.114,-9.31,0.0428,127.967,4
2398,Ta Farmaka,Sto Afierono,Lavrentis Machairitsas,2003-12-28,233386,3,0.825,0.613,0.363,0.163,0.0,0.129,-8.592,0.0375,112.02,4
2399,To Vima,Sto Afierono,Lavrentis Machairitsas,2003-12-28,262533,0,0.648,0.0685,0.56,0.352,0.00901,0.198,-9.437,0.0573,126.902,4
2400,O Tzitzikas Ke O Mermigas,Sto Afierono,Lavrentis Machairitsas,2003-12-28,195773,0,0.817,0.267,0.676,0.593,1.2e-05,0.0679,-6.823,0.0328,120.033,4
2401,Ta Onomata,Sto Afierono,Lavrentis Machairitsas,2003-12-28,325573,0,0.635,0.206,0.618,0.305,0.0132,0.166,-7.509,0.034,141.998,4
2402,Na Zisis I Na Pexis,Sto Afierono,Lavrentis Machairitsas,2003-12-28,208680,0,0.606,0.581,0.464,0.235,5.51e-05,0.119,-8.88,0.0327,122.062,4
2403,Agnostos H (Vita Spericolata),Sto Afierono,Lavrentis Machairitsas,2003-12-28,295120,1,0.654,0.651,0.454,0.239,2.51e-06,0.108,-8.96,0.0284,115.99,4
2404,Boliki Filosofia,Sto Afierono,Lavrentis Machairitsas,2003-12-28,276906,2,0.738,0.232,0.607,0.919,2.62e-06,0.0799,-9.379,0.0304,117.023,4
2405,O Magapas Ki I Sagapo,O Magapas Ke I Sagapo,Lavrentis Machairitsas,1989-01-01,270453,17,0.755,0.528,0.376,0.615,1.95e-06,0.0798,-14.325,0.0426,125.605,4
2406,Kapse Me,O Magapas Ke I Sagapo,Lavrentis Machairitsas,1989-01-01,194040,1,0.658,0.471,0.686,0.631,0.00201,0.199,-10.057,0.0467,135.618,4
2407,Kravgi Tis Nihtas,O Magapas Ke I Sagapo,Lavrentis Machairitsas,1989-01-01,181093,1,0.367,0.497,0.269,0.144,4.71e-05,0.127,-12.232,0.0333,104.005,4
2408,I Polithrones,O Magapas Ke I Sagapo,Lavrentis Machairitsas,1989-01-01,167146,0,0.709,0.218,0.475,0.698,2.68e-06,0.0689,-10.054,0.0493,77.409,4
2409,Siderenios Dromos,O Magapas Ke I Sagapo,Lavrentis Machairitsas,1989-01-01,275053,0,0.65,0.722,0.619,0.782,0.00108,0.175,-14.959,0.051,106.693,4
2410,Pirates,O Magapas Ke I Sagapo,Lavrentis Machairitsas,1989-01-01,236893,0,0.52,0.642,0.296,0.189,1.47e-05,0.121,-11.817,0.0366,134.227,4
2411,Lilika I Fimismeni,O Magapas Ke I Sagapo,Lavrentis Machairitsas,1989-01-01,206080,0,0.682,0.811,0.394,0.35,0.0,0.147,-11.627,0.042,118.253,4
2412,Veloudo Ki Atsali,O Magapas Ke I Sagapo,Lavrentis Machairitsas,1989-01-01,214546,0,0.569,0.807,0.344,0.387,5.86e-05,0.134,-15.456,0.0311,89.502,4
2413,Eftihia Me Kima,O Magapas Ke I Sagapo,Lavrentis Machairitsas,1989-01-01,156626,0,0.822,0.698,0.647,0.652,0.0769,0.468,-11.856,0.0308,93.947,4
2414,Gia Tin Agapi Tis Vrohis,O Magapas Ke I Sagapo,Lavrentis Machairitsas,1989-01-01,189360,0,0.39,0.855,0.227,0.196,0.000166,0.122,-17.426,0.0439,112.146,4
2415,To Sagapaki,O Magapas Ke I Sagapo,Lavrentis Machairitsas,1989-01-01,167960,2,0.592,0.739,0.0836,0.352,0.0,0.0705,-22.065,0.0391,117.747,4
2416,Mou 'Hi Figi I Psihi (Hollywood Nights),Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,254906,0,0.708,0.159,0.346,0.157,3.42e-06,0.0885,-14.297,0.0324,144.129,4
2417,Pos Na Tin Kimithis Afti Ti Nihta,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,266986,1,0.359,0.592,0.121,0.0394,0.00107,0.16,-14.956,0.0312,87.975,5
2418,Ap' Ta Exarhia Os To Pekino,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,229973,1,0.492,0.872,0.322,0.384,0.0,0.132,-12.395,0.0535,150.982,4
2419,San Ehthri Agapithikame,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,265400,0,0.531,0.619,0.157,0.0947,0.00182,0.0892,-16.342,0.033,142.288,4
2420,Epetios Dio Parallilon,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,222813,0,0.75,0.526,0.537,0.394,0.000384,0.0817,-12.547,0.036,122.22,4
2421,Parathira Pou Kourase I Thea,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,234400,3,0.807,0.87,0.343,0.504,0.00167,0.101,-15.092,0.0374,105.171,4
2422,Ola Ine Edo,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,221680,2,0.745,0.793,0.263,0.318,0.00127,0.106,-16.052,0.0343,132.302,4
2423,Mia Idea Tis Stigmis,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,239173,1,0.712,0.578,0.365,0.472,1e-05,0.026,-13.635,0.0528,125.037,4
2424,Tis Miras Mou To Toxo,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,167146,0,0.525,0.855,0.357,0.563,0.0,0.241,-15.694,0.0479,136.528,5
2425,Mi Milate,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,209400,0,0.665,0.572,0.507,0.4,1.02e-05,0.205,-12.987,0.056,135.357,4
2426,Kounoupaki,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,207746,0,0.372,0.506,0.412,0.167,2.35e-05,0.0914,-14.582,0.0505,86.161,4
2427,Filakes Anilikon,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,347653,0,0.474,0.194,0.35,0.0811,0.102,0.0664,-14.673,0.0376,100.07,4
2428,Filakes Anilikon B' Meros,Parathira Pou Kourase H Thea,Lavrentis Machairitsas,1995-03-26,114506,0,0.452,0.212,0.236,0.235,0.0219,0.0814,-16.637,0.035,100.017,4
2429,Ke Ti Zitao,Etsi Drapetevo Ap' Tis Parees,Lavrentis Machairitsas,1999-05-27,249773,39,0.696,0.534,0.545,0.486,0.0,0.094,-9.93,0.028,104.49,4
2430,Mia Mera Daniki,Etsi Drapetevo Ap' Tis Parees,Lavrentis Machairitsas,1999-05-27,282960,16,0.658,0.298,0.349,0.449,0.00999,0.117,-11.503,0.0392,100.177,4
2431,Leo Na Tin Kano Siga-Siga (To Zeibekiko Tou Hristopoulou),Etsi Drapetevo Ap' Tis Parees,Lavrentis Machairitsas,1999-05-27,381146,7,0.694,0.569,0.277,0.305,3.79e-06,0.0765,-12.356,0.0639,119.332,4
2432,Anasenis,Etsi Drapetevo Ap' Tis Parees,Lavrentis Machairitsas,1999-05-27,297480,7,0.389,0.123,0.447,0.31,0.000225,0.195,-9.611,0.0855,85.563,4
2433,Ena Magio Ke Mia Helona,Etsi Drapetevo Ap' Tis Parees,Lavrentis Machairitsas,1999-05-27,279520,4,0.54,0.0499,0.184,0.369,6.95e-05,0.0757,-13.956,0.0893,73.067,4
2434,I Thea,Etsi Drapetevo Ap' Tis Parees,Lavrentis Machairitsas,1999-05-27,344306,4,0.582,0.21,0.499,0.513,0.0,0.319,-10.967,0.035,138.198,4
2435,Filise Mou Ta Pedia,Etsi Drapetevo Ap' Tis Parees,Lavrentis Machairitsas,1999-05-27,333680,4,0.591,0.0542,0.363,0.157,0.000359,0.106,-10.568,0.0266,130.17,4
2436,Anna,Etsi Drapetevo Ap' Tis Parees,Lavrentis Machairitsas,1999-05-27,264680,15,0.589,0.35,0.429,0.213,0.00339,0.118,-10.888,0.0292,88.751,4
2437,I Vardia,Etsi Drapetevo Ap' Tis Parees,Lavrentis Machairitsas,1999-05-27,213600,2,0.359,0.28,0.5,0.444,4.16e-06,0.323,-10.396,0.0378,113.394,4
2438,Pithia,Etsi Drapetevo Ap' Tis Parees,Lavrentis Machairitsas,1999-05-27,192440,3,0.727,0.712,0.393,0.659,6.89e-06,0.252,-11.069,0.0296,109.952,4
2439,Den Ftani Mono N' Agapas,Etsi Drapetevo Ap' Tis Parees,Lavrentis Machairitsas,1999-05-27,215720,2,0.363,0.524,0.131,0.0725,0.0125,0.0971,-15.613,0.0588,70.898,3
